Eredmény,Szél,A.h.,Er.h.,Atléta,Szül,Klub,Típus,Helyszín,Dátum
5.94,0.7,-,47,Lesti Diana,98,KARC,F,Miskolc (HUN),2016.7.03
5.94,-0.5,-,47,Bánhidi-Farkas Petra,99,UTE,Q2,Tbilisi (GEO),2016.7.16
5.93,0.8,-,50,Bánhidi-Farkas Petra,99,UTE,F,Székesfehérvár (HUN),2016.5.08
5.93,0.9,-,50,Lesti Diana,98,KARC,F,Debrecen (HUN),2016.6.04
5.93,-0.6,-,50,Krizsán Xénia,93,MTK Budapest,CE,Budapest (HUN),2016.6.19
5.93,0.9,-,50,Bajnok Eszter,97,Favorit AC,Q,Székesfehérvár (HUN),2016.7.3
5.92,-0.5,-,54,Czuth Réka,94,AC Bonyhád,F,Lincoln (USA),2016.5.07
5.92,1.7,-,54,Bánhidi-Farkas Petra,99,UTE,F,Székesfehérvár (HUN),2016.5.28
5.92,0.0,-,54,Bánhidi-Farkas Petra,99,UTE,F,Debrecen (HUN),2016.6.04
5.91,1.4,-,57,Csanádi Zsófia,96,TFSE,F,Miskolc (HUN),2016.5.28
5.9,1.1,-,58,Krizsán Xénia,93,MTK Budapest,F,Szekszárd (HUN),2016.5.15
5.9,,10,58,Szűcs Szabina,2,KARC,F,Székesfehérvár (HUN),2016.5.3
5.89,1.3,-,60,Endrész Klaudia,1,ARAK,F1,Székesfehérvár (HUN),2016.5.08
5.89,0.1,-,60,Lesti Diana,98,KARC,F,Budapest (HUN),2016.9.03
5.88,0.8,-,62,Csanádi Zsófia,96,TFSE,F,Budapest (HUN),2016.6.19
5.87,0.3,11,63,Szabó Krisztina,95,Győri Atlétikai Club,F,Lafayette (USA),2016.5.14
5.86,1.3,12,64,Bacsa Fanni,1,Miskolci Sportiskola,F2,Debrecen (HUN),2016.7.1
5.86,1.8,-,64,Csanádi Zsófia,96,TFSE,F,Székesfehérvár (HUN),2016.7.31
5.86,-0.3,-,64,Bánhidi-Farkas Petra,99,UTE,F,Budapest (HUN),2016.8.19
5.86,0.3,-,64,Krizsán Xénia,93,MTK Budapest,F,Budapest (HUN),2016.9.03
5.85,0.8,-,68,Lesti Diana,98,KARC,F,Debrecen (HUN),2016.5.15
5.85,0.9,-,68,Csanádi Zsófia,96,TFSE,F,Székesfehérvár (HUN),2016.7.18
5.84,,-,70,Bacsa Fanni,1,Miskolci Sportiskola,F,Székesfehérvár (HUN),2016.5.3
5.84,0.1,-,70,Schmelcz Vivien,92,TFSE,F,Székesfehérvár (HUN),2016.9.11
5.83,,-,72,Bánhidi-Farkas Petra,99,UTE,F,Szekszárd (HUN),2016.5.15
5.83,0.3,13,72,Hódi Nóra,87,HÓDIÁK SE,F,Miskolc (HUN),2016.5.28
5.83,0.4,-,72,Lesti Diana,98,KARC,F,Veszprém (HUN),2016.6.12
5.81,0.0,-,75,Czuth Réka,94,AC Bonyhád,F,"Tempe, AZ (USA)",2016.3.26
5.79,1.1,14,76,Szabó Beatrix,95,MTK Budapest,F,Szekszárd (HUN),2016.5.15
5.78,1.3,-,77,Csanádi Zsófia,96,TFSE,Q,Székesfehérvár (HUN),2016.7.3
5.76,-0.7,-,78,Bacsa Fanni,1,Miskolci Sportiskola,F1,Székesfehérvár (HUN),2016.5.08
5.76,1.4,-,78,Endrész Klaudia,1,ARAK,F2,Debrecen (HUN),2016.7.1
5.75,1.5,-,80,Lesti Diana,98,KARC,F,Maribor (SLO),2016.7.15
5.75,1.2,-,80,Szabó Beatrix,95,MTK Budapest,F,Székesfehérvár (HUN),2016.7.31
5.75,1.0,-,80,Endrész Klaudia,1,ARAK,F2,Székesfehérvár (HUN),2016.9.11
5.74,-0.2,-,83,Szabó Beatrix,95,MTK Budapest,Q,Székesfehérvár (HUN),2016.7.3
5.73,0.0,-,84,Schmelcz Vivien,92,TFSE,F,Budapest (HUN),2016.9.03
5.73,1.0,-,84,Szűcs Szabina,2,KARC,F2,Székesfehérvár (HUN),2016.9.11
5.71,0.5,-,86,Bacsa Fanni,1,Miskolci Sportiskola,F,Budapest (HUN),2016.6.24
5.71,0.7,-,86,Lesti Diana,98,KARC,F,Székesfehérvár (HUN),2016.9.11
5.69,-0.2,-,88,Szűcs Szabina,2,KARC,F,Trnava (SVK),2016.9.24
5.68,1.6,-,89,Endrész Klaudia,1,ARAK,F,Brno (CZE),2016.6.11
5.68,-0.2,-,89,Csanádi Zsófia,96,TFSE,F,Veszprém (HUN),2016.6.12
5.68,0.4,-,89,Szabó Beatrix,95,MTK Budapest,F,Szombathely (HUN),2016.6.26
5.68,0.6,-,89,Endrész Klaudia,1,ARAK,F,Trnava (SVK),2016.9.24
5.66,1.0,-,93,Szabó Krisztina,95,Győri Atlétikai Club,F,Starkville (USA),2016.4.3
5.66,0.1,15,93,Hoffer Krisztina,90,TSC-Geotech,F,Székesfehérvár (HUN),2016.9.11
5.65,0.0,-,95,Szabó Krisztina,95,Győri Atlétikai Club,F,Lafayette (USA),2016.3.26
5.65,1.7,16,95,Bogár Lilla,91,TFSE,F,Miskolc (HUN),2016.5.28
5.65,0.4,16,95,Szabó Zita,96,FTC,F,Debrecen (HUN),2016.6.04
5.63,0.8,18,98,Berecz Bernadett,88,Egri Sportiskola SE,F,Debrecen (HUN),2016.5.15
5.62,1.2,-,99,Szabó Zita,96,FTC,F,Szombathely (HUN),2016.6.26
5.61,2.0,19,100,Indaia Ivett,92,Szekszárdi Sportközpont,F,Budapest (HUN),2016.6.19
5.59,1.1,-,101,Berecz Bernadett,88,Egri Sportiskola SE,F,Miskolc (HUN),2016.5.28
5.58,-0.5,-,102,Szűcs Szabina,2,KARC,F,Budapest (HUN),2016.6.18
5.58,1.3,20,102,Simon Viktória,1,ARAK,F2,Debrecen (HUN),2016.7.1
5.58,0.3,-,102,Szabó Beatrix,95,MTK Budapest,F,Székesfehérvár (HUN),2016.9.11
5.57,0.9,-,105,Szabó Zita,96,FTC,F,Miskolc (HUN),2016.5.28
5.54,1.1,-,106,Szabó Krisztina,95,Győri Atlétikai Club,F,Auburn AL (USA),2016.4.09
5.54,0.9,-,106,Szabó Zita,96,FTC,F,Budapest (HUN),2016.6.19
5.54,1.0,-,106,Szabó Krisztina,95,Győri Atlétikai Club,F,Szombathely (HUN),2016.6.26
5.54,-1.8,-,106,Lesti Diana,98,KARC,Q,Székesfehérvár (HUN),2016.7.3
5.53,-0.2,-,110,Szabó Zita,96,FTC,F,Veszprém (HUN),2016.6.12
5.53,1.6,21,110,Kónya Enikő,2,UTE,F2,Debrecen (HUN),2016.7.1
5.5,1.7,22,112,Szabó Daniella,92,BHSE,F,"Joplin, MO (USA)",2016.4.29
5.5,2.0,22,112,Varga Nikolett,98,Haladás VSE,F,Szombathely (HUN),2016.6.26
5.5,-0.1,22,112,Hámor Emese,0,MATE - GEAC,F,Lustenau (AUT),2016.9.03
5.5,-0.3,22,112,Renner Luca,98,MATE - GEAC,CE,Székesfehérvár (HUN),2016.9.18
5.49,,-,116,Indaia Ivett,92,Szekszárdi Sportközpont,F,Szekszárd (HUN),2016.4.29
5.49,0.1,26,116,Tabori Sabharwal Izabella,99,,F,Greensboro (USA),2016.6.19
5.49,-1.3,26,116,Mátó Sára,0,ARAK,CE2,Tbilisi (GEO),2016.7.15
5.48,,-,119,Hoffer Krisztina,90,TSC-Geotech,F,Szekszárd (HUN),2016.5.15
5.48,1.3,-,119,Szabó Zita,96,FTC,F,Budapest (HUN),2016.7.22
5.46,1.3,-,121,Szűcs Szabina,2,KARC,F2,Székesfehérvár (HUN),2016.5.08
5.46,,-,121,Kónya Enikő,2,UTE,F,Székesfehérvár (HUN),2016.5.3
5.46,0.9,-,121,Kónya Enikő,2,UTE,F,Budapest (HUN),2016.6.24
5.45,1.2,28,124,Őry Boglárka,98,BHSE,F,Székesfehérvár (HUN),2016.5.28
5.44,1.7,-,125,Szabó Beatrix,95,MTK Budapest,CE,Miskolc (HUN),2016.5.29
5.44,,29,125,Balogh Csenge,1,NYSC,F,Székesfehérvár (HUN),2016.5.3
5.44,0.9,-,125,Hámor Emese,0,MATE - GEAC,F,Aarau (SUI),2016.9.1
5.44,0.0,29,125,Ácsné Hortobágyi Anikó,89,Békési DAC,CE,Székesfehérvár (HUN),2016.9.18
5.43,2.0,-,129,Hódi Nóra,87,HÓDIÁK SE,F,Debrecen (HUN),2016.6.04
5.43,-0.5,-,129,Szűcs Szabina,2,KARC,CE1,Székesfehérvár (HUN),2016.9.17
5.42,,31,131,Garamvölgyi Petra,3,PSN - Pécsi Sportiskola,F,Székesfehérvár (HUN),2016.5.3
5.41,,32,132,Ekler Luca,98,Haladás VSE,F,Zalaegerszeg (HUN),2016.4.23
5.4,1.0,-,133,Hámor Emese,0,MATE - GEAC,F,Kreuzlingen (SUI),2016.5.05
5.4,1.3,33,133,Goschi Anna,2,FTC,F,Budapest (HUN),2016.6.24
5.39,1.1,34,135,Virók Erna,0,A-Plast Ikarus BSE,F,Budapest (HUN),2016.7.22
5.39,0.5,-,135,Szabó Zita,96,FTC,Q,Székesfehérvár (HUN),2016.7.3
5.38,1.5,35,137,Kusztor Kitti,97,Keszthely VDSE,F,Székesfehérvár (HUN),2016.5.28
5.38,1.3,-,137,Balogh Csenge,1,NYSC,F2,Debrecen (HUN),2016.7.1
5.37,,36,139,Gimesi Kata,3,ARAK,F,Székesfehérvár (HUN),2016.5.3
5.36,0.6,-,140,Hódi Nóra,87,HÓDIÁK SE,F,Debrecen (HUN),2016.5.15
5.36,0.9,37,140,Szépe Flóra,0,ARAK,F,Székesfehérvár (HUN),2016.5.28
5.35,0.6,-,142,Renner Luca,98,MATE - GEAC,F,Debrecen (HUN),2016.5.15
5.35,-0.4,-,142,Virók Erna,0,A-Plast Ikarus BSE,F,Budapest (HUN),2016.6.18
5.35,1.0,-,142,Tabori Sabharwal Izabella,99,,F,Clovis (USA),2016.6.24
5.35,0.8,38,142,Fekete Fanni,0,Reménység Vác,F,Miskolc (HUN),2016.7.03
5.35,0.1,-,142,Csanádi Zsófia,96,TFSE,F,Budapest (HUN),2016.9.03
5.34,0.9,-,147,Mátó Sára,0,ARAK,F,Székesfehérvár (HUN),2016.5.08
5.33,2.0,39,148,Knipfer Zsófia,99,Szolnoki SC-SI,F,Székesfehérvár (HUN),2016.5.28
5.33,-0.8,-,148,Szabó Beatrix,95,MTK Budapest,CE,Budapest (HUN),2016.6.19
5.33,2.0,-,148,Simon Viktória,1,ARAK,F2,Székesfehérvár (HUN),2016.9.11
5.32,1.7,-,151,Varga Nikolett,98,Haladás VSE,F,Székesfehérvár (HUN),2016.5.28
5.32,0.8,-,151,Mátó Sára,0,ARAK,F,Miskolc (HUN),2016.7.03
5.31,1.8,40,153,Gazdag Florina,98,MTK Budapest,F,Szekszárd (HUN),2016.5.15
5.31,,40,153,Rádi Dóra,1,KARC,F,Székesfehérvár (HUN),2016.5.3
5.31,-0.6,-,153,Hódi Nóra,87,HÓDIÁK SE,F,Veszprém (HUN),2016.6.12
5.31,0.2,40,153,Áts Viktória,1,TSC-Geotech,F,Budapest (HUN),2016.6.24
5.31,1.6,40,153,Lipták Aliz,0,KSI SE,F,Miskolc (HUN),2016.7.03
5.3,1.3,44,158,Nagy Alexandra,99,Szolnoki SC-SI,F,Székesfehérvár (HUN),2016.5.28
5.3,1.5,44,158,Csenki Tamara,1,ARAK,F2,Debrecen (HUN),2016.7.1
5.29,0.5,-,160,Balogh Csenge,1,NYSC,F,Debrecen (HUN),2016.6.04
5.28,-1.3,-,161,Kónya Enikő,2,UTE,F,Budapest (HUN),2016.6.18
5.28,-0.7,-,161,Áts Viktória,1,TSC-Geotech,F,Budapest (HUN),2016.6.18
5.28,0.1,-,161,Kónya Enikő,2,UTE,F1,Székesfehérvár (HUN),2016.9.11
5.27,1.8,46,164,Kovács Fabula Barbara,99,NYSC,F,Székesfehérvár (HUN),2016.5.28
5.27,1.0,-,164,Csanádi Zsófia,96,TFSE,F,Székesfehérvár (HUN),2016.9.11
5.27,,46,164,Tóth Boglárka,2,ZALASZÁM-ZAC,F,Zalaegerszeg (HUN),2016.9.24
5.26,1.4,-,167,Szabó Krisztina,95,Győri Atlétikai Club,F,"Mobile, AL (USA)",2016.3.18
5.26,1.4,-,167,Szabó Daniella,92,BHSE,F,"Pittsburgh, PA (USA)",2016.4.16
5.26,1.2,-,167,Gazdag Florina,98,MTK Budapest,F,Budapest (HUN),2016.5.22
5.26,,48,167,Odor Fanni,3,BEAC,F,Székesfehérvár (HUN),2016.5.3
5.26,1.0,-,167,Kónya Enikő,2,UTE,F,Debrecen (HUN),2016.6.04
5.26,0.2,-,167,Varga Nikolett,98,Haladás VSE,F,Miskolc (HUN),2016.7.01
5.26,0.0,48,167,Nádházy Evelin,95,BHSE,CE,Székesfehérvár (HUN),2016.9.18
5.25,-1.0,-,174,Odor Fanni,3,BEAC,F,Budapest (HUN),2016.6.18
5.25,0.2,-,174,Simon Viktória,1,ARAK,F,Budapest (HUN),2016.6.24
5.24,,50,176,Kárpáti Enikő,1,PVSK,F,Bonyhád (HUN),2016.5.19
5.23,,51,177,Varga Eszter,0,Haladás VSE,F,Zalaegerszeg (HUN),2016.4.23
5.23,0.6,51,177,Krucsai Zsanett,95,HÓDIÁK SE,F,Debrecen (HUN),2016.5.15
5.23,0.9,51,177,Kovács Vivien,91,Reménység Vác,F,Debrecen (HUN),2016.5.15
5.23,0.9,51,177,Püski Lilla,0,Békéscsabai AC,F,Székesfehérvár (HUN),2016.5.28
5.23,1.9,-,177,Knipfer Zsófia,99,Szolnoki SC-SI,F,Debrecen (HUN),2016.6.04
5.23,-0.8,51,177,Veres Bernadett,99,UTE,F,Budapest (HUN),2016.6.18
5.22,0.0,-,183,Szabó Zita,96,FTC,F,Debrecen (HUN),2016.5.15
5.22,-1.0,-,183,Fekete Fanni,0,Reménység Vác,F,Budapest (HUN),2016.6.18
5.22,0.0,-,183,Gimesi Kata,3,ARAK,F2,Debrecen (HUN),2016.7.1
5.22,-0.1,-,183,Mátó Sára,0,ARAK,CE,Székesfehérvár (HUN),2016.9.18
5.21,-0.5,56,187,Zádeczki Luca,0,Miskolci Sportiskola,F,Budapest (HUN),2016.6.18
5.21,1.0,-,187,Hámor Emese,0,MATE - GEAC,F,Sarnen (SUI),2016.8.2
5.2,0.3,57,189,Nagy Júlia,1,Egri Sportiskola SE,F,Tiszaújváros (HUN),2016.4.3
5.2,1.1,-,189,Gazdag Florina,98,MTK Budapest,F,Székesfehérvár (HUN),2016.5.28
5.2,1.4,-,189,Virók Erna,0,A-Plast Ikarus BSE,F,Székesfehérvár (HUN),2016.5.28
5.2,0.7,57,189,Béres Luca,1,A-Plast Ikarus BSE,F,Budapest (HUN),2016.6.24
5.19,1.6,59,193,Braun Barbara,0,Békéscsabai AC,F,Székesfehérvár (HUN),2016.5.28
5.19,0.9,59,193,Gődény Pálma,0,FTC,F,Miskolc (HUN),2016.7.03
5.18,,61,195,Otterbein Laura,0,PSN - Pécsi Sportiskola,F,Bonyhád (HUN),2016.5.19
5.18,0.6,-,195,Hámor Emese,0,MATE - GEAC,F,Frauenfeld (SUI),2016.6.11
5.18,0.5,-,195,Szabó Zita,96,FTC,F,Budapest (HUN),2016.9.03
5.17,1.0,62,198,Vild Olívia,92,FTC,F,Debrecen (HUN),2016.5.15
5.17,0.6,-,198,Zádeczki Luca,0,Miskolci Sportiskola,F,Miskolc (HUN),2016.7.03
5.17,-0.4,62,198,Tóth Rebeka,99,UTE,F,Budapest (HUN),2016.8.19
5.16,-1.0,64,201,Kerék Kata,99,ARAK,F,Székesfehérvár (HUN),2016.5.08
5.16,1.1,64,201,Kiszel Zsófia,1,KARC,F2,Székesfehérvár (HUN),2016.5.08
5.15,1.0,-,203,Hámor Emese,0,MATE - GEAC,F,Basel (SUI),2016.5.16
5.15,0.1,66,203,Kovács Emma,98,MATE - GEAC,CE,Székesfehérvár (HUN),2016.9.18
5.14,-0.4,-,205,Csenki Tamara,1,ARAK,F1,Székesfehérvár (HUN),2016.5.08
5.14,1.2,-,205,Kónya Enikő,2,UTE,F1,Székesfehérvár (HUN),2016.5.08
5.14,-0.3,-,205,Szépe Flóra,0,ARAK,F,Székesfehérvár (HUN),2016.5.08
5.14,1.0,67,205,Lohn Angéla,89,TFSE,F,Miskolc (HUN),2016.5.28
5.14,,67,205,Takács Zsófia,3,Vasas,F,Székesfehérvár (HUN),2016.5.3
5.14,1.6,-,205,Őry Boglárka,98,BHSE,F,Debrecen (HUN),2016.6.04
5.14,-0.4,-,205,Odor Fanni,3,BEAC,F,Veszprém (HUN),2016.6.12
5.14,0.9,-,205,Lohn Angéla,89,TFSE,F,Budapest (HUN),2016.6.19
5.14,0.0,-,205,Balogh Csenge,1,NYSC,F2,Székesfehérvár (HUN),2016.9.11
5.13,-0.8,69,214,Kühne Gréta,0,UTE,F,Székesfehérvár (HUN),2016.5.08
5.13,,69,214,Pécsi Villő,3,,F,Székesfehérvár (HUN),2016.5.3
5.13,0.0,69,214,Rácz Vivien,2,DSC-SI,CE1,Székesfehérvár (HUN),2016.9.17
5.12,,-,217,Varga Nikolett,98,Haladás VSE,F,Zalaegerszeg (HUN),2016.4.23
5.12,-1.1,-,217,Knipfer Zsófia,99,Szolnoki SC-SI,F,Székesfehérvár (HUN),2016.5.08
5.12,1.8,72,217,Zsótér Nóra,0,HÓDIÁK SE,F,Székesfehérvár (HUN),2016.5.28
5.12,-0.1,-,217,Mátó Sára,0,ARAK,CE2,Miskolc (HUN),2016.5.29
5.12,1.2,-,217,Goschi Anna,2,FTC,F2,Debrecen (HUN),2016.7.1
5.12,-0.5,-,217,Csenki Tamara,1,ARAK,CE2,Székesfehérvár (HUN),2016.9.17
5.12,-0.1,-,217,Simon Viktória,1,ARAK,CE2,Székesfehérvár (HUN),2016.9.17
5.11,0.3,73,224,Budavári Júlia,2,Dunakeszi VSE,F1,Székesfehérvár (HUN),2016.5.08
5.11,,73,224,Soltész Gréta,98,Ócsa SE,F,Albertirsa (HUN),2016.5.14
5.11,0.7,73,224,Kovács Kitti,0,DSC-SI,F,Székesfehérvár (HUN),2016.5.28
5.11,-0.5,-,224,Nagy Alexandra,99,Szolnoki SC-SI,F,Budapest (HUN),2016.6.18
5.11,1.5,-,224,Soltész Gréta,98,Ócsa SE,F,Budapest (HUN),2016.6.19
5.11,1.8,-,224,Áts Viktória,1,TSC-Geotech,F2,Debrecen (HUN),2016.7.1
5.11,0.5,-,224,Virók Erna,0,A-Plast Ikarus BSE,F,Budapest (HUN),2016.8.19
5.11,0.0,-,224,Kovács Vivien,91,Reménység Vác,CE,Székesfehérvár (HUN),2016.9.18
5.1,,-,232,Kusztor Kitti,97,Keszthely VDSE,F,Zalaegerszeg (HUN),2016.4.23
5.1,-0.2,-,232,Simon Viktória,1,ARAK,F1,Székesfehérvár (HUN),2016.5.08
5.1,0.0,-,232,Zádeczki Luca,0,Miskolci Sportiskola,F,Debrecen (HUN),2016.5.15
5.1,0.0,-,232,Kovács Kitti,0,DSC-SI,F,Debrecen (HUN),2016.6.04
5.1,0.9,76,232,Makra Luca,1,BHSE,F,Debrecen (HUN),2016.6.04
5.1,0.8,76,232,Hóbor Leticia,2,Csepeli DAC,F,Budapest (HUN),2016.7.22
5.1,0.0,-,232,Varga Nikolett,98,Haladás VSE,F,Székesfehérvár (HUN),2016.9.11
5.1,1.1,76,232,Papadopulu Phaedra,1,FTC,CE1,Székesfehérvár (HUN),2016.9.17
5.09,-0.7,-,240,Áts Viktória,1,TSC-Geotech,F2,Székesfehérvár (HUN),2016.5.08
5.09,0.3,79,240,Milus Petra,99,Szolnoki SC-SI,F,Székesfehérvár (HUN),2016.5.08
5.09,1.2,79,240,Knipfer Ágnes,0,Szolnoki SC-SI,F,Miskolc (HUN),2016.7.03
5.09,0.5,-,240,Fekete Fanni,0,Reménység Vác,F,Budapest (HUN),2016.9.03
5.09,0.3,-,240,Gimesi Kata,3,ARAK,CE1,Székesfehérvár (HUN),2016.9.18
5.09,0.4,-,240,Tóth Rebeka,99,UTE,CE,Székesfehérvár (HUN),2016.9.18
5.08,,81,246,Mórocz Boglárka,0,MAFC,F,Vác (HUN),2016.4.23
5.08,1.5,-,246,Makra Luca,1,BHSE,F2,Debrecen (HUN),2016.7.1
5.07,-0.7,-,248,Nagy Alexandra,99,Szolnoki SC-SI,F,Székesfehérvár (HUN),2016.5.08
5.07,1.1,82,248,Gyurka Borbála,98,Favorit AC,F,Székesfehérvár (HUN),2016.5.28
5.07,0.9,-,248,Gyurka Borbála,98,Favorit AC,F,Veszprém (HUN),2016.6.12
5.07,0.8,-,248,Fekete Fanni,0,Reménység Vác,F,Budapest (HUN),2016.7.22
5.06,1.9,-,252,Varga Eszter,0,Haladás VSE,F,Szekszárd (HUN),2016.5.15
5.06,,-,252,Rácz Vivien,2,DSC-SI,F,Székesfehérvár (HUN),2016.5.3
5.06,,83,252,Hornácsik Gréta,2,MTK Budapest,F,Székesfehérvár (HUN),2016.5.3
5.06,-0.4,83,252,Milus Réka,2,Szolnoki SC-SI,F,Debrecen (HUN),2016.6.04
5.06,0.6,83,252,Marosi Viktória,1,MTK Budapest,F2,Debrecen (HUN),2016.7.1
5.06,0.0,-,252,Gődény Pálma,0,FTC,CE,Székesfehérvár (HUN),2016.9.18
5.05,2.0,-,258,Zádeczki Luca,0,Miskolci Sportiskola,F,Székesfehérvár (HUN),2016.5.28
5.05,1.6,-,258,Marosi Viktória,1,MTK Budapest,F,Debrecen (HUN),2016.6.04
5.05,-0.8,-,258,Püski Lilla,0,Békéscsabai AC,F,Budapest (HUN),2016.6.18
5.05,0.9,86,258,Beliczay Léna,2,FTC,F,Budapest (HUN),2016.6.24
5.05,0.9,-,258,Veres Bernadett,99,UTE,F,Miskolc (HUN),2016.7.03
5.05,-0.4,-,258,Garamvölgyi Petra,3,PSN - Pécsi Sportiskola,F2,Debrecen (HUN),2016.7.1
5.05,0.4,-,258,Lohn Angéla,89,TFSE,F,Budapest (HUN),2016.7.22
5.05,-0.7,-,258,Béres Luca,1,A-Plast Ikarus BSE,CE2,Székesfehérvár (HUN),2016.9.17
5.04,,87,266,Soltész Hanna,0,Ócsa SE,F,Albertirsa (HUN),2016.5.14
5.04,,-,266,Gyurka Borbála,98,Favorit AC,F,Bonyhád (HUN),2016.5.19
5.04,1.7,-,266,Hornácsik Gréta,2,MTK Budapest,F,Debrecen (HUN),2016.6.04
5.04,-1.2,-,266,Knipfer Zsófia,99,Szolnoki SC-SI,F,Budapest (HUN),2016.6.18
5.04,0.8,-,266,Virók Erna,0,A-Plast Ikarus BSE,F,Miskolc (HUN),2016.7.03
5.04,0.0,-,266,Goschi Anna,2,FTC,CE1,Székesfehérvár (HUN),2016.9.17
5.04,-0.7,-,266,Áts Viktória,1,TSC-Geotech,CE1,Székesfehérvár (HUN),2016.9.17
